epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
51,17999.2,0.65794,0.52813,0.89577,0.77292,0.78654,0.79019,0.63089,0.73264,0.53348,0.93577,0.00505,0.00505,0.00505
52,18347.9,0.6574,0.52492,0.89518,0.76909,0.79223,0.79082,0.63403,0.73254,0.53077,0.93568,0.004951,0.004951,0.004951
53,18696.5,0.6519,0.51447,0.89172,0.77067,0.78714,0.79378,0.63595,0.73216,0.53012,0.93522,0.004852,0.004852,0.004852
54,19045.2,0.65031,0.51692,0.8904,0.76807,0.79341,0.79697,0.63879,0.7316,0.5292,0.93427,0.004753,0.004753,0.004753
55,19393.9,0.65127,0.50981,0.89052,0.76887,0.79251,0.79722,0.63592,0.73082,0.52737,0.93385,0.004654,0.004654,0.004654
56,19742.6,0.65018,0.50744,0.89143,0.76965,0.79535,0.79716,0.63572,0.73035,0.52742,0.9337,0.004555,0.004555,0.004555
57,20091.4,0.64481,0.4993,0.88818,0.77146,0.79901,0.80666,0.64457,0.72985,0.52631,0.93341,0.004456,0.004456,0.004456
58,20440.3,0.64211,0.49856,0.89001,0.77163,0.79904,0.80704,0.64597,0.72972,0.52532,0.93339,0.004357,0.004357,0.004357
59,20789,0.63982,0.49492,0.88715,0.77113,0.79718,0.80799,0.65025,0.72924,0.52342,0.9329,0.004258,0.004258,0.004258
60,21137.3,0.63569,0.49201,0.88648,0.76923,0.80121,0.80895,0.64727,0.72889,0.52184,0.93266,0.004159,0.004159,0.004159
61,21486,0.63419,0.48667,0.88573,0.76887,0.80107,0.80839,0.64782,0.72856,0.52119,0.93263,0.00406,0.00406,0.00406
62,21834.2,0.63368,0.4852,0.88492,0.76996,0.802,0.80905,0.64872,0.72851,0.52077,0.93235,0.003961,0.003961,0.003961
63,22182.9,0.62891,0.4814,0.88475,0.76878,0.80163,0.80934,0.64747,0.72837,0.52046,0.93263,0.003862,0.003862,0.003862
64,22531.3,0.6271,0.48346,0.88408,0.76807,0.80357,0.80866,0.64661,0.72788,0.51949,0.93236,0.003763,0.003763,0.003763
65,22880,0.629,0.47008,0.88232,0.76938,0.80497,0.80868,0.64636,0.72796,0.51857,0.93224,0.003664,0.003664,0.003664
66,23228.2,0.62188,0.46852,0.87767,0.77229,0.80432,0.80903,0.64744,0.72775,0.51858,0.93197,0.003565,0.003565,0.003565
67,23576.5,0.62033,0.46638,0.88077,0.77369,0.802,0.80974,0.64837,0.72752,0.51819,0.93161,0.003466,0.003466,0.003466
68,23924.7,0.61849,0.46308,0.88068,0.77402,0.80066,0.81053,0.64899,0.72717,0.51733,0.9314,0.003367,0.003367,0.003367
69,24272.9,0.61626,0.45985,0.87701,0.77482,0.7996,0.81142,0.6499,0.72724,0.517,0.9312,0.003268,0.003268,0.003268
70,24620.6,0.61141,0.45377,0.87755,0.77376,0.79962,0.81171,0.65003,0.72697,0.5157,0.93109,0.003169,0.003169,0.003169
71,24968.8,0.61324,0.4513,0.87701,0.7714,0.8008,0.81138,0.64774,0.72678,0.51511,0.93074,0.00307,0.00307,0.00307
72,25317.4,0.6083,0.44989,0.8757,0.76974,0.80157,0.81164,0.6476,0.72652,0.51476,0.93057,0.002971,0.002971,0.002971
73,25665.9,0.60634,0.4452,0.87505,0.77252,0.79773,0.81181,0.64968,0.72642,0.51376,0.93035,0.002872,0.002872,0.002872
74,26019.3,0.60792,0.44803,0.87537,0.77235,0.79876,0.81239,0.64934,0.72686,0.51297,0.93015,0.002773,0.002773,0.002773
75,26370.5,0.60608,0.43833,0.87312,0.77532,0.79641,0.81285,0.64906,0.72675,0.51208,0.93,0.002674,0.002674,0.002674
76,26721.6,0.59811,0.43562,0.87118,0.77451,0.79784,0.81249,0.64934,0.72676,0.51168,0.92985,0.002575,0.002575,0.002575
77,27072.4,0.59485,0.4286,0.87081,0.78418,0.79082,0.81346,0.6497,0.72657,0.51023,0.92976,0.002476,0.002476,0.002476
78,27423.1,0.59433,0.4266,0.87325,0.78704,0.79035,0.81299,0.64897,0.72658,0.50986,0.92952,0.002377,0.002377,0.002377
79,27773.4,0.59192,0.4247,0.86994,0.78816,0.79085,0.81221,0.64931,0.72623,0.50882,0.92916,0.002278,0.002278,0.002278
80,28123.4,0.59324,0.41887,0.87042,0.78665,0.79489,0.81263,0.64757,0.72629,0.50813,0.92901,0.002179,0.002179,0.002179
81,28475.3,0.58852,0.41786,0.86922,0.78781,0.79616,0.82213,0.65746,0.72631,0.50768,0.92891,0.00208,0.00208,0.00208
82,28825.6,0.58765,0.41605,0.86623,0.78855,0.79505,0.82317,0.65762,0.72682,0.50704,0.92856,0.001981,0.001981,0.001981
83,29176.4,0.5839,0.41539,0.86672,0.78941,0.79523,0.82387,0.65818,0.72653,0.50717,0.92818,0.001882,0.001882,0.001882
84,29526.4,0.58075,0.40764,0.86449,0.7902,0.7956,0.82426,0.65904,0.72652,0.50734,0.92773,0.001783,0.001783,0.001783
85,29876.7,0.57857,0.40781,0.86455,0.78984,0.79598,0.82463,0.65893,0.72663,0.50648,0.92757,0.001684,0.001684,0.001684
86,30227.2,0.57317,0.40097,0.86265,0.79117,0.79409,0.82446,0.65886,0.72693,0.50574,0.92748,0.001585,0.001585,0.001585
87,30577.7,0.57072,0.39604,0.86056,0.79129,0.7942,0.82461,0.65932,0.72676,0.50452,0.92727,0.001486,0.001486,0.001486
88,30927.8,0.56665,0.39646,0.86109,0.79186,0.7939,0.82479,0.65887,0.72698,0.50437,0.92716,0.001387,0.001387,0.001387
89,31278.4,0.56758,0.39405,0.86038,0.79019,0.79489,0.82476,0.65898,0.72718,0.5038,0.92699,0.001288,0.001288,0.001288
90,31628.8,0.56346,0.3862,0.8587,0.78968,0.7952,0.82583,0.6598,0.72705,0.5032,0.92669,0.001189,0.001189,0.001189
91,32020.7,0.54537,0.3416,0.84304,0.79036,0.79287,0.82144,0.65609,0.72684,0.50222,0.92633,0.00109,0.00109,0.00109
92,32369.5,0.53808,0.33426,0.8422,0.79303,0.79308,0.81733,0.65144,0.72683,0.50142,0.92623,0.000991,0.000991,0.000991
93,32718.9,0.5343,0.32505,0.84052,0.79425,0.79174,0.81823,0.65072,0.72696,0.50117,0.92595,0.000892,0.000892,0.000892
94,33067.3,0.53155,0.32307,0.83872,0.79762,0.79043,0.81892,0.65275,0.72705,0.4999,0.92579,0.000793,0.000793,0.000793
95,33415.8,0.52769,0.31912,0.83656,0.79935,0.79046,0.81898,0.65185,0.72674,0.49898,0.92539,0.000694,0.000694,0.000694
96,33763.6,0.52395,0.31348,0.83596,0.80621,0.79043,0.81895,0.65286,0.72667,0.49843,0.92506,0.000595,0.000595,0.000595
97,34112.3,0.52223,0.31677,0.83648,0.80685,0.79087,0.81965,0.65473,0.72634,0.49792,0.92484,0.000496,0.000496,0.000496
98,34460.8,0.51621,0.30764,0.83643,0.8073,0.79104,0.82003,0.65413,0.72635,0.49799,0.92474,0.000397,0.000397,0.000397
99,34810.2,0.51193,0.30431,0.83461,0.76446,0.82723,0.82016,0.65393,0.72616,0.49761,0.92447,0.000298,0.000298,0.000298
100,35159.3,0.5086,0.30097,0.83176,0.76829,0.82558,0.82016,0.65385,0.72562,0.49751,0.9241,0.000199,0.000199,0.000199
