epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
47,903.913,0.61899,0.8577,0.86164,0.45604,0.76989,0.60621,0.50393,0.54169,0.78286,0.82981,0.007723,0.007723,0.007723
48,1084.98,0.62107,0.86013,0.86061,0.45907,0.76799,0.60675,0.50431,0.54164,0.78224,0.82971,0.0076735,0.0076735,0.0076735
49,1263.99,0.62211,0.85296,0.86173,0.4582,0.77113,0.60688,0.5045,0.54134,0.78219,0.82952,0.007624,0.007624,0.007624
50,1443.56,0.61965,0.84968,0.86052,0.45849,0.77075,0.60654,0.50469,0.54071,0.78197,0.82942,0.0075745,0.0075745,0.0075745
51,1621.46,0.61666,0.85051,0.85936,0.45866,0.7716,0.60641,0.50474,0.54011,0.78165,0.8292,0.007525,0.007525,0.007525
52,1800.29,0.61707,0.85134,0.85971,0.46061,0.76763,0.60662,0.5045,0.53991,0.78124,0.8291,0.0074755,0.0074755,0.0074755
53,1979.76,0.61427,0.84921,0.86113,0.46054,0.76797,0.60635,0.50455,0.53949,0.781,0.82906,0.007426,0.007426,0.007426
54,2158.55,0.61763,0.85269,0.86021,0.46085,0.7699,0.60618,0.5042,0.53931,0.78029,0.8289,0.0073765,0.0073765,0.0073765
55,2338.68,0.61294,0.84523,0.86113,0.46139,0.76913,0.60632,0.50436,0.5393,0.77972,0.82882,0.007327,0.007327,0.007327
56,2519.37,0.6176,0.85014,0.86041,0.46164,0.77018,0.60653,0.50478,0.53921,0.77916,0.82874,0.0072775,0.0072775,0.0072775
57,2698.96,0.61281,0.84283,0.86147,0.46232,0.76887,0.60693,0.50469,0.53876,0.77893,0.82866,0.007228,0.007228,0.007228
58,2878.4,0.61126,0.84666,0.85939,0.45939,0.77151,0.6073,0.5051,0.53869,0.77853,0.82863,0.0071785,0.0071785,0.0071785
59,3057.45,0.61187,0.84348,0.85873,0.45944,0.77115,0.60759,0.5053,0.53861,0.77842,0.82864,0.007129,0.007129,0.007129
60,3236.69,0.61395,0.84235,0.86089,0.45898,0.77297,0.6075,0.50512,0.53836,0.77804,0.82856,0.0070795,0.0070795,0.0070795
61,3414.91,0.61336,0.84275,0.85986,0.46138,0.77101,0.60753,0.5052,0.53811,0.7779,0.82851,0.00703,0.00703,0.00703
62,3593.71,0.6115,0.84727,0.859,0.46121,0.77051,0.60751,0.50532,0.53801,0.77781,0.82857,0.0069805,0.0069805,0.0069805
63,3772.52,0.60971,0.83725,0.86058,0.45982,0.77152,0.60805,0.50575,0.5378,0.77765,0.82844,0.006931,0.006931,0.006931
64,3951.27,0.61088,0.8463,0.85826,0.4607,0.77058,0.60822,0.50582,0.53772,0.77688,0.82842,0.0068815,0.0068815,0.0068815
65,186.549,0.59652,0.82167,0.85485,0.45991,0.77199,0.6081,0.50566,0.53768,0.77698,0.82844,0.006832,0.006832,0.006832
66,365.561,0.59886,0.83456,0.85625,0.46011,0.77211,0.60825,0.50602,0.53751,0.77686,0.82842,0.0067825,0.0067825,0.0067825
67,544.385,0.60169,0.83709,0.85687,0.46007,0.77181,0.6081,0.5059,0.53743,0.77707,0.82837,0.006733,0.006733,0.006733
68,722.249,0.60876,0.83887,0.85673,0.45942,0.77257,0.60792,0.50554,0.53741,0.77705,0.82829,0.0066835,0.0066835,0.0066835
69,901.493,0.60696,0.84263,0.85791,0.45913,0.77222,0.60818,0.50622,0.53726,0.77714,0.82824,0.006634,0.006634,0.006634
70,1081.86,0.61013,0.84528,0.85787,0.4578,0.77227,0.60815,0.50593,0.53732,0.77731,0.82818,0.0065845,0.0065845,0.0065845
71,1260.19,0.61096,0.83756,0.85879,0.45922,0.77212,0.60828,0.50594,0.53731,0.77715,0.8282,0.006535,0.006535,0.006535
72,1439.19,0.60887,0.83523,0.85833,0.45898,0.7719,0.60827,0.50595,0.53717,0.77709,0.82817,0.0064855,0.0064855,0.0064855
73,1618.09,0.60757,0.83693,0.85702,0.45745,0.77382,0.60837,0.50595,0.53725,0.77704,0.82818,0.006436,0.006436,0.006436
74,1798.18,0.60806,0.83853,0.85677,0.45874,0.77278,0.60804,0.50579,0.53712,0.77692,0.82814,0.0063865,0.0063865,0.0063865
75,1978.17,0.60434,0.83674,0.85721,0.45939,0.77085,0.6083,0.5061,0.5369,0.77678,0.82806,0.006337,0.006337,0.006337
76,2157.1,0.60891,0.84116,0.8572,0.45849,0.7712,0.60812,0.506,0.53683,0.77663,0.828,0.0062875,0.0062875,0.0062875
77,2336.6,0.60319,0.83264,0.85745,0.45845,0.77218,0.60843,0.5058,0.53682,0.77675,0.82794,0.006238,0.006238,0.006238
78,2514.79,0.60823,0.83754,0.85583,0.45842,0.77138,0.60836,0.50592,0.53653,0.77665,0.82786,0.0061885,0.0061885,0.0061885
79,2694.71,0.60442,0.83298,0.85676,0.45871,0.77117,0.60828,0.50601,0.53662,0.77642,0.8278,0.006139,0.006139,0.006139
80,2875.92,0.60283,0.83749,0.85543,0.45812,0.77318,0.60817,0.50584,0.53652,0.77602,0.82777,0.0060895,0.0060895,0.0060895
81,3054.44,0.60431,0.83308,0.85548,0.45893,0.77409,0.60806,0.50589,0.53658,0.77621,0.82773,0.00604,0.00604,0.00604
82,3233.67,0.60651,0.83203,0.85809,0.45747,0.77657,0.60822,0.50597,0.53633,0.77577,0.82773,0.0059905,0.0059905,0.0059905
70,176.527,0.59966,0.79657,0.86043,0.5421,0.73627,0.66179,0.57122,0.47873,0.66311,0.83012,0.0065845,0.0065845,0.0065845
71,346.057,0.60168,0.79917,0.86379,0.54557,0.73394,0.66183,0.57129,0.47868,0.66345,0.83009,0.006535,0.006535,0.006535
