epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,11800.2,0.69345,0.69602,0.90869,0.78949,0.77839,0.81249,0.66616,0.63502,1.02876,0.88174,0.008482,0.008482,0.008482
25,12288.5,0.68593,0.68199,0.9034,0.80845,0.77143,0.81702,0.66683,0.62893,0.99719,0.88276,0.008416,0.008416,0.008416
26,12776.9,0.6832,0.68422,0.903,0.75973,0.79526,0.84162,0.68558,0.63054,0.99841,0.88088,0.00835,0.00835,0.00835
27,13265.1,0.68093,0.67244,0.90098,0.80031,0.77207,0.83534,0.67567,0.6261,0.99143,0.87876,0.008284,0.008284,0.008284
28,13753.1,0.67042,0.65767,0.89513,0.76865,0.77625,0.84179,0.68918,0.61828,1.00233,0.8741,0.008218,0.008218,0.008218
29,14241,0.66697,0.65965,0.89507,0.74644,0.82837,0.83387,0.68261,0.61648,0.97291,0.87221,0.008152,0.008152,0.008152
30,14729.3,0.67063,0.64601,0.89612,0.77037,0.80232,0.83302,0.67928,0.6145,1.00915,0.87168,0.008086,0.008086,0.008086
31,15218.1,0.66252,0.64534,0.89523,0.82587,0.7809,0.85146,0.69863,0.6126,1.02324,0.86916,0.00802,0.00802,0.00802
32,15706.5,0.65865,0.6317,0.8936,0.80956,0.79122,0.84979,0.69399,0.61197,1.00486,0.86764,0.007954,0.007954,0.007954
33,16194.7,0.66116,0.62964,0.89439,0.77759,0.81289,0.84343,0.68519,0.61315,0.97613,0.86842,0.007888,0.007888,0.007888
34,16683,0.65302,0.61611,0.89286,0.79859,0.80039,0.85127,0.69409,0.6151,1.04022,0.87052,0.007822,0.007822,0.007822
35,17171.3,0.6559,0.62394,0.88972,0.78832,0.79704,0.85157,0.69564,0.61022,1.01372,0.86968,0.007756,0.007756,0.007756
36,17659.9,0.64726,0.60483,0.88995,0.8359,0.77894,0.8535,0.6974,0.6078,1.04275,0.86907,0.00769,0.00769,0.00769
37,18148.8,0.64786,0.60984,0.88799,0.77424,0.81868,0.85179,0.69675,0.6069,1.06368,0.86605,0.007624,0.007624,0.007624
38,18638,0.64461,0.59529,0.89171,0.80335,0.82222,0.85684,0.70005,0.60749,1.01428,0.86714,0.007558,0.007558,0.007558
39,19126.6,0.64511,0.59955,0.88417,0.8127,0.79912,0.84742,0.68747,0.60439,1.02918,0.86429,0.007492,0.007492,0.007492
40,19614.9,0.63601,0.58808,0.88795,0.79554,0.80861,0.84818,0.6904,0.60456,1.07123,0.865,0.007426,0.007426,0.007426
41,20104.9,0.63762,0.57935,0.8861,0.81448,0.8066,0.84894,0.69395,0.60513,1.07664,0.86449,0.00736,0.00736,0.00736
42,20611.5,0.63485,0.57708,0.8844,0.80417,0.81194,0.84873,0.69575,0.60266,1.08054,0.86266,0.007294,0.007294,0.007294
43,21136.1,0.63254,0.58958,0.8852,0.78949,0.82026,0.85347,0.70005,0.60062,1.10558,0.86163,0.007228,0.007228,0.007228
44,21657.9,0.62961,0.5709,0.8814,0.78185,0.83152,0.84607,0.69163,0.60016,1.08968,0.86095,0.007162,0.007162,0.007162
45,22184.1,0.63063,0.5739,0.88324,0.7794,0.8351,0.8465,0.69659,0.60034,1.08122,0.86239,0.007096,0.007096,0.007096
46,22710.4,0.62767,0.55387,0.87964,0.7806,0.82588,0.84658,0.69493,0.599,1.07724,0.86172,0.00703,0.00703,0.00703
47,23245.3,0.62165,0.56558,0.88002,0.79382,0.82132,0.84681,0.69478,0.60061,1.06153,0.86148,0.006964,0.006964,0.006964
48,23751.7,0.62776,0.55646,0.87752,0.79009,0.8273,0.85485,0.70279,0.60019,1.05587,0.86095,0.006898,0.006898,0.006898
49,24255.9,0.6211,0.56261,0.87876,0.79448,0.82386,0.8526,0.70028,0.60016,1.04368,0.86042,0.006832,0.006832,0.006832
50,24760.2,0.62116,0.54941,0.87966,0.80059,0.81663,0.85463,0.69968,0.59904,1.04586,0.86001,0.006766,0.006766,0.006766
51,25268.1,0.61813,0.5449,0.88086,0.79416,0.82369,0.8521,0.69752,0.59824,1.04399,0.86,0.0067,0.0067,0.0067
52,25761.6,0.61458,0.54305,0.88037,0.79569,0.82575,0.85314,0.69962,0.59839,1.05855,0.86069,0.006634,0.006634,0.006634
53,26253.7,0.61691,0.54848,0.87922,0.8008,0.82789,0.85359,0.6982,0.59718,1.0688,0.8606,0.006568,0.006568,0.006568
54,26746,0.61573,0.5306,0.87486,0.84239,0.78281,0.85364,0.70073,0.59592,1.05679,0.86031,0.006502,0.006502,0.006502
55,27237.8,0.60673,0.53874,0.87412,0.80392,0.82125,0.85236,0.69935,0.59549,1.07145,0.85976,0.006436,0.006436,0.006436
56,27729.8,0.60707,0.52437,0.87346,0.80588,0.8226,0.85275,0.70195,0.59521,1.07075,0.85918,0.00637,0.00637,0.00637
57,28221.7,0.60662,0.52708,0.87345,0.80765,0.81891,0.85348,0.70131,0.59619,1.06594,0.85883,0.006304,0.006304,0.006304
58,28713.7,0.60154,0.53601,0.87218,0.81146,0.81929,0.85348,0.70056,0.59547,1.06087,0.8587,0.006238,0.006238,0.006238
59,29205.2,0.60223,0.52063,0.87438,0.80798,0.81927,0.8564,0.70409,0.59554,1.05587,0.85885,0.006172,0.006172,0.006172
60,29696.6,0.60036,0.51219,0.87243,0.80954,0.8233,0.85984,0.70546,0.59558,1.05261,0.85895,0.006106,0.006106,0.006106
61,30188.2,0.59812,0.51228,0.8737,0.81166,0.82218,0.86039,0.70549,0.59571,1.04105,0.85903,0.00604,0.00604,0.00604
62,30679.7,0.59658,0.50674,0.87266,0.80852,0.82364,0.85987,0.70441,0.59528,1.04446,0.85919,0.005974,0.005974,0.005974
63,31171.5,0.59896,0.5083,0.87106,0.81125,0.82455,0.85938,0.70375,0.59492,1.04429,0.85915,0.005908,0.005908,0.005908
64,31663.5,0.59356,0.49955,0.87018,0.81048,0.82372,0.8592,0.70432,0.59504,1.05621,0.85926,0.005842,0.005842,0.005842
65,32155.5,0.59522,0.50244,0.87117,0.81269,0.82247,0.85933,0.70532,0.59542,1.06432,0.85946,0.005776,0.005776,0.005776
66,32647.6,0.59313,0.49798,0.87019,0.81646,0.82168,0.859,0.70582,0.59521,1.06432,0.85946,0.00571,0.00571,0.00571
67,33139.6,0.59044,0.48692,0.86717,0.81585,0.82219,0.85918,0.70677,0.59462,1.0635,0.85921,0.005644,0.005644,0.005644
68,33631.4,0.58598,0.49013,0.86766,0.81572,0.82414,0.8594,0.70574,0.59492,1.06458,0.85912,0.005578,0.005578,0.005578
69,34123.7,0.58732,0.48908,0.86589,0.81727,0.82419,0.86044,0.70797,0.5944,1.06372,0.859,0.005512,0.005512,0.005512
70,34615.6,0.58294,0.48429,0.86474,0.81838,0.82532,0.86091,0.70956,0.59463,1.06368,0.85889,0.005446,0.005446,0.005446
71,35112.5,0.58487,0.48902,0.8654,0.81556,0.83085,0.86096,0.71023,0.59424,1.06432,0.85883,0.00538,0.00538,0.00538
72,35617,0.57917,0.4841,0.86456,0.81389,0.83468,0.86153,0.71019,0.59444,1.06261,0.85872,0.005314,0.005314,0.005314
73,36130.9,0.57676,0.47902,0.8637,0.81102,0.83469,0.86127,0.71104,0.59432,1.0632,0.85875,0.005248,0.005248,0.005248
74,36654.5,0.57988,0.47431,0.86383,0.8132,0.83465,0.86165,0.71159,0.59423,1.0627,0.85876,0.005182,0.005182,0.005182
75,37182.1,0.5772,0.4788,0.8622,0.81357,0.83413,0.8625,0.7127,0.59421,1.06262,0.85851,0.005116,0.005116,0.005116
76,37713.2,0.57464,0.46925,0.86253,0.81435,0.83424,0.86255,0.71285,0.59409,1.05916,0.85819,0.00505,0.00505,0.00505
77,38223,0.57056,0.46629,0.86104,0.81547,0.83059,0.86266,0.71332,0.59389,1.05749,0.85809,0.004984,0.004984,0.004984
78,38733.1,0.57423,0.46539,0.86477,0.81522,0.83016,0.86316,0.71391,0.5936,1.05521,0.85797,0.004918,0.004918,0.004918
79,39243.2,0.56874,0.46808,0.86262,0.81537,0.82902,0.86284,0.71404,0.59353,1.05394,0.85784,0.004852,0.004852,0.004852
80,39755.3,0.57125,0.46347,0.86188,0.81501,0.8299,0.86284,0.71366,0.59364,1.05333,0.85784,0.004786,0.004786,0.004786
81,40264.2,0.56404,0.45873,0.85997,0.81581,0.82875,0.86334,0.71427,0.59347,1.05463,0.85778,0.00472,0.00472,0.00472
82,40770.8,0.56342,0.45946,0.85868,0.82521,0.82204,0.86416,0.7143,0.59353,1.05446,0.85746,0.004654,0.004654,0.004654
83,41277.5,0.56635,0.45899,0.85884,0.82497,0.82206,0.86493,0.7152,0.59329,1.03883,0.85713,0.004588,0.004588,0.004588
84,41782.4,0.56348,0.45525,0.86076,0.82428,0.82622,0.86452,0.71441,0.59281,1.03293,0.85712,0.004522,0.004522,0.004522
85,42287.5,0.55714,0.44927,0.85602,0.8241,0.82616,0.86456,0.71473,0.59312,1.03505,0.85668,0.004456,0.004456,0.004456
86,42792.3,0.55716,0.44811,0.85716,0.82435,0.82573,0.86528,0.7152,0.59258,1.03242,0.85664,0.00439,0.00439,0.00439
87,43297.5,0.5584,0.44564,0.85787,0.8242,0.82776,0.86583,0.71543,0.59254,1.03272,0.85635,0.004324,0.004324,0.004324
88,43803.3,0.55612,0.44298,0.85589,0.82635,0.82713,0.86594,0.71552,0.59225,1.034,0.85619,0.004258,0.004258,0.004258
89,44308.4,0.55153,0.43893,0.85552,0.82755,0.82409,0.86594,0.71595,0.59235,1.0324,0.85608,0.004192,0.004192,0.004192
90,44813.3,0.54827,0.43452,0.85522,0.82904,0.82355,0.867,0.71729,0.59243,1.03143,0.8561,0.004126,0.004126,0.004126
91,45318.7,0.55019,0.4339,0.85442,0.82798,0.8236,0.86695,0.71775,0.59209,1.03295,0.85605,0.00406,0.00406,0.00406
92,45824,0.55287,0.43199,0.85602,0.82857,0.82132,0.87255,0.72097,0.59233,1.03452,0.85583,0.003994,0.003994,0.003994
93,46329,0.54781,0.43003,0.85482,0.82727,0.82003,0.87175,0.72059,0.59272,1.03253,0.85583,0.003928,0.003928,0.003928
94,46834.5,0.53868,0.42318,0.85194,0.82458,0.82172,0.87176,0.7212,0.59291,1.03399,0.85586,0.003862,0.003862,0.003862
95,47340,0.54515,0.42217,0.85294,0.82533,0.8199,0.87194,0.72085,0.59267,1.03078,0.85587,0.003796,0.003796,0.003796
96,47845.1,0.54285,0.42352,0.85148,0.82514,0.81982,0.87333,0.72069,0.59279,1.02879,0.85589,0.00373,0.00373,0.00373
97,48350.7,0.53933,0.41363,0.85014,0.82474,0.82002,0.87403,0.72098,0.59283,1.02797,0.85593,0.003664,0.003664,0.003664
98,48855.5,0.53461,0.41667,0.85326,0.82288,0.82399,0.87298,0.72204,0.59292,1.03788,0.85604,0.003598,0.003598,0.003598
99,49360.4,0.53376,0.40961,0.85164,0.82085,0.82762,0.87281,0.72123,0.59339,1.04662,0.85633,0.003532,0.003532,0.003532
100,49865.6,0.5353,0.41382,0.85018,0.81731,0.83413,0.87441,0.72207,0.59344,1.04619,0.85624,0.003466,0.003466,0.003466
101,50371.3,0.52997,0.40885,0.84921,0.81587,0.83645,0.8756,0.72185,0.59329,1.04984,0.85623,0.0034,0.0034,0.0034
102,50876,0.52901,0.4047,0.85042,0.81456,0.83762,0.87554,0.72156,0.59335,1.0475,0.8561,0.003334,0.003334,0.003334
103,51381.5,0.52555,0.39986,0.84632,0.81135,0.83924,0.87563,0.72253,0.59351,1.04515,0.85623,0.003268,0.003268,0.003268
104,51886.6,0.52632,0.40168,0.84488,0.81312,0.84242,0.8763,0.72296,0.59385,1.04123,0.85609,0.003202,0.003202,0.003202
105,52391.9,0.52314,0.39857,0.84659,0.81267,0.84283,0.87635,0.72351,0.59395,1.04056,0.85601,0.003136,0.003136,0.003136
106,52897.8,0.52334,0.39992,0.84559,0.81461,0.83853,0.87609,0.72322,0.5938,1.0374,0.85589,0.00307,0.00307,0.00307
107,53402.7,0.51954,0.38859,0.84385,0.8144,0.83757,0.87616,0.72323,0.5934,1.03466,0.85578,0.003004,0.003004,0.003004
108,53907.8,0.51858,0.39834,0.84514,0.81471,0.83411,0.8766,0.72359,0.5932,1.03279,0.85572,0.002938,0.002938,0.002938
109,54413.2,0.51742,0.38856,0.84522,0.81586,0.83275,0.87635,0.72344,0.59286,1.03121,0.85545,0.002872,0.002872,0.002872
110,54918.4,0.51586,0.3853,0.8455,0.81731,0.83297,0.87714,0.7233,0.59309,1.02847,0.85535,0.002806,0.002806,0.002806
111,55423.6,0.50945,0.38132,0.84347,0.81219,0.83584,0.87732,0.72411,0.593,1.02837,0.85528,0.00274,0.00274,0.00274
112,55928.6,0.51145,0.38495,0.84392,0.81349,0.83472,0.87718,0.72442,0.5933,1.02868,0.85535,0.002674,0.002674,0.002674
113,56433.6,0.51159,0.37742,0.84337,0.81349,0.8343,0.87785,0.72348,0.59313,1.02846,0.85559,0.002608,0.002608,0.002608
114,56938.9,0.50981,0.38204,0.84283,0.81146,0.83423,0.87721,0.72274,0.59357,1.02865,0.85573,0.002542,0.002542,0.002542
